Probeset_ID,Gene Symbol,Mo BM Ly6C- II-,Sample_,Sample_,Sample_
10338614,---,-6.42,-73.80,83.38,-42.07
10338615,---,82.76,79.42,83.20,85.54
10338616,---,34.87,46.79,40.16,15.54
10338617,---,-66.68,-64.14,-72.73,-62.15
10338618,---,-45.76,-69.45,-9.58,-51.05
10338619,---,75.90,74.10,75.86,77.76
10338620,---,-66.04,-33.40,-65.37,-92.11
10338621,---,-47.66,-49.90,-27.72,-68.12
10338622,---,-16.01,-5.15,17.54,-60.23
10338623,---,11.85,33.09,-22.93,31.08
10338624,---,-7.80,-52.25,-25.42,55.95
10338625,---,-81.07,-97.55,-45.01,-82.35
10338626,---,-79.56,-80.80,-72.30,-83.76
10338627,---,9.49,5.41,-3.77,28.52
10338628,---,16.50,24.64,17.00,9.81
10338629,---,85.51,86.20,78.46,90.01
10338630,---,-53.94,-54.87,-33.66,-76.61
10338631,---,-9.13,-9.48,-6.55,-11.72
10338632,---,-56.59,-58.86,-72.82,-36.57
10338633,---,-43.41,-3.50,-59.02,-59.36
10338634,---,-88.13,-93.48,-98.63,-49.37
10338635,---,42.44,24.53,36.80,61.82
10338636,---,-35.65,-26.16,-60.52,-20.39
10338637,---,73.08,54.98,86.11,70.78
10338638,---,-53.72,-9.75,-39.71,-87.88
10338639,---,14.62,21.83,13.22,8.22
10338640,---,-33.98,-82.72,-24.58,-3.43
10338641,---,-18.81,-1.26,3.56,-66.31
10338642,---,58.72,69.03,54.77,51.89
10338643,---,-44.24,-31.44,-49.60,-49.20
10338644,---,58.00,54.03,56.91,62.47
10338645,---,-0.12,-6.63,19.93,7.97
10338646,---,-32.41,12.36,-80.96,-1.17
10338647,---,-10.68,16.17,-28.60,-18.57
10338648,---,84.95,91.23,64.11,90.41
10338649,---,-57.56,-87.86,-8.96,-99.83
10338650,---,76.73,90.60,81.30,37.34
10338651,---,-62.96,-37.08,-65.49,-78.78
10338652,---,-16.61,31.32,-12.95,-61.51
10338653,---,-87.84,-97.35,-78.13,-81.09
10338654,---,-79.47,-62.70,-86.81,-81.95
10338655,---,-23.66,-5.32,-64.63,-7.57
10338656,---,-23.37,-42.46,29.76,-49.26
10338657,---,-38.62,3.48,-61.77,-50.83
10338658,---,79.44,91.19,60.21,77.63
10338659,---,89.77,87.25,92.14,89.58
10338660,---,-64.05,-73.53,-74.81,-40.86
10338661,---,-53.70,-45.76,-26.11,-78.68
10338662,---,88.58,84.34,95.57,80.24
10338663,---,-68.08,-86.29,-48.06,-69.30
10338664,---,-56.84,-26.65,-69.29,-67.08
10338665,---,-97.40,-98.06,-95.84,-97.81
10338666,---,-23.87,-2.18,-5.74,-50.36
10338667,---,-67.03,-93.26,-19.17,-81.11
10338668,---,-68.83,-53.80,-80.32,-69.98
10338669,---,-28.85,-39.20,-56.87,-5.82
10338670,---,-31.69,-60.92,51.93,-90.38
10338671,---,-26.07,23.26,-75.90,-0.71
10338672,---,73.89,54.07,77.07,83.98
10338673,---,94.74,95.35,90.81,96.97
10338674,---,3.02,2.28,3.52,3.58
10338675,---,-36.89,-11.13,-44.12,-54.22
10338676,---,-63.88,-81.69,-62.61,-46.94
10338677,---,-51.16,-93.57,-43.99,-16.54
10338678,---,58.57,3.59,65.35,82.35
10338679,---,-53.53,-69.23,-14.33,-75.76
10338680,---,10.43,36.84,20.45,-24.23
10338681,---,20.11,25.07,2.26,35.07
10338682,---,-55.94,-44.45,-40.17,-77.94
10338683,---,-89.68,-81.22,-90.52,-93.06
10338684,---,50.99,57.71,50.87,43.55
10338685,---,-63.48,-71.91,-59.90,-57.60
10338686,---,-29.55,-9.22,-81.18,19.83
10338687,---,88.18,61.27,93.35,95.02
10338688,---,92.90,94.79,90.74,92.50
10338689,---,-1.97,13.71,37.22,-43.56
10338690,---,-50.29,-63.80,-26.90,-58.44
10338691,---,-55.11,-55.11,-18.20,-85.87
10338692,---,-76.30,-91.03,-50.71,-73.69
10338693,---,-35.57,-29.35,-3.57,-75.03
10338694,---,-56.47,-1.32,-87.68,-70.76
10338695,---,-54.66,-49.24,-65.56,-48.92
10338696,---,-27.39,-31.33,-2.14,-54.28
10338697,---,-50.47,-42.94,-59.56,-49.64
10338698,---,-3.50,-40.37,48.65,-9.42
10338699,---,-62.79,-68.19,-43.54,-79.30
10338700,---,-46.83,-50.36,-27.93,-60.14
10338701,---,-19.02,-31.91,-45.53,25.58
10338702,---,33.79,16.36,24.15,55.61
10338703,---,-19.35,42.11,-69.85,-27.22
10338704,---,-25.13,5.34,-50.22,-21.87
10338705,---,54.71,9.38,75.65,60.78
10338706,---,82.75,84.25,88.14,73.20
10338707,---,22.16,82.34,-46.93,-0.58
10338708,---,-67.21,-68.87,-64.84,-67.96
10338709,---,-9.03,42.09,-67.37,-15.22
10338710,---,35.12,22.60,68.83,-5.29
10338711,---,-84.70,-48.31,-98.52,-78.38
10338712,---,-75.90,-73.58,-77.66,-76.23
10338713,---,11.93,15.45,1.13,18.16
10338714,---,-35.33,-44.52,-20.31,-42.58
10338715,---,-3.30,34.80,-4.40,-34.43
10338716,---,-59.11,-83.89,-57.43,-21.56
10338717,---,-43.41,36.88,-77.15,-64.26
10338718,---,67.71,67.51,68.34,67.27
10338719,---,-46.22,-25.47,-76.87,-33.93
10338720,---,13.03,5.40,27.56,7.99
10338721,---,-6.68,-10.65,-8.93,-2.09
10338722,---,88.38,91.55,77.34,91.60
10338723,---,24.60,41.29,6.24,21.29
10338724,---,61.91,67.01,54.58,63.42
10338725,---,-59.84,-49.68,-72.35,-55.30
10338726,---,-26.26,-78.97,-20.60,25.96
10338727,---,-48.48,-38.84,-64.30,-40.47
10338728,---,-80.35,-76.08,-82.11,-82.15
10338729,---,25.62,63.50,6.63,-5.88
10338730,---,76.99,76.79,80.67,73.49
10338731,---,-56.07,-82.81,-43.08,-41.48
10338732,---,85.44,17.42,91.21,98.08
10338733,---,-12.05,-2.69,-52.00,23.73
10338734,---,66.66,87.32,75.58,8.25
10338735,---,-49.65,-18.49,-94.53,-38.50
10338736,---,-52.18,-34.87,-82.38,-28.30
10338737,---,-14.21,22.82,2.62,-59.77
10338738,---,98.47,97.83,98.03,99.09
10338739,---,80.51,68.03,75.28,91.24
10338740,---,-74.22,-63.51,-87.60,-63.77
10338741,---,78.22,76.95,84.96,70.66
10338742,---,-63.37,-64.11,-62.18,-64.18
10338743,---,9.36,-19.10,26.47,29.35
10338744,---,24.75,48.36,19.31,1.73
10338745,---,-14.56,-33.55,2.83,-12.72
10338746,---,-85.90,-61.32,-85.02,-96.73
10338747,---,58.74,28.91,83.50,51.85
10338748,---,9.04,26.94,-10.85,10.82
10338749,---,-19.32,28.71,-56.80,-21.90
10338750,---,45.62,57.20,4.90,65.24
10338751,---,99.19,99.03,98.13,99.56
10338752,---,-47.07,-15.17,-48.09,-78.97
10338753,---,-92.27,-95.13,-95.28,-85.23
10338754,---,-29.96,-30.72,-52.68,-0.33
10338755,---,-4.99,36.64,-27.73,-9.60
10338756,---,-57.28,-10.01,-92.93,-46.02
10338757,---,88.17,74.96,86.64,96.14
10338758,---,-77.79,-45.28,-88.72,-83.82
10338759,---,-0.24,22.83,-23.04,-1.28
10338760,---,0.96,7.69,4.15,-24.38
10338761,---,-7.82,-4.84,-20.93,1.71
10338762,---,46.11,73.48,-1.18,50.00
10338763,---,47.33,34.60,68.03,35.98
10338764,---,97.27,96.01,98.62,95.92
10338765,---,-67.09,-71.93,-65.80,-63.35
10338766,---,45.42,41.59,22.43,67.09
10338767,---,-39.85,-86.16,-12.79,-39.51
10338768,---,-89.47,-83.96,-86.49,-94.80
10338769,---,-33.88,4.62,-50.70,-49.01
10338770,---,54.96,75.67,40.63,39.22
10338771,---,77.88,94.94,91.78,-19.36
10338772,---,-25.01,-45.31,-29.87,6.06
10338773,---,-81.87,-73.16,-90.82,-75.44
10338774,---,-50.90,-55.83,-9.53,-76.21
10338775,---,-46.81,-89.32,-26.20,-15.52
10338776,---,65.28,87.97,5.45,69.89
10338777,---,-58.01,-42.68,-79.84,-50.14
10338778,---,-1.39,35.96,48.09,-73.38
10338779,---,-95.16,-95.28,-96.91,-92.75
10338780,---,39.84,15.76,70.84,25.85
10338781,---,-27.88,-43.06,-7.98,-37.64
10338782,---,0.19,-44.44,15.01,18.70
10338783,---,-80.77,-73.89,-81.87,-86.07
10338784,---,-62.27,-28.83,-58.64,-90.36
10338785,---,32.79,29.25,49.24,19.55
10338786,---,14.38,-13.34,52.14,-2.29
10338787,---,83.86,82.15,96.30,56.60
10338788,---,-59.78,-82.19,-66.51,-24.05
10338789,---,-39.86,-37.97,-48.48,-33.74
10338790,---,21.94,41.60,30.48,-8.13
10338791,---,-12.48,-14.89,-33.45,10.46
10338792,---,62.86,87.58,21.99,71.32
10338793,---,-36.29,35.54,-58.28,-76.29
10338794,---,-88.84,-88.76,-97.44,-73.59
10338795,---,-67.41,-96.55,-24.01,-74.78
10338796,---,-15.65,14.96,-22.14,-36.54
10338797,---,-15.84,-23.32,5.57,-28.39
10338798,---,-72.48,-42.81,-95.57,-67.96
10338799,---,-52.27,-31.48,-75.47,-53.24
10338800,---,-24.38,-9.78,-24.24,-38.67
10338801,---,-17.70,-58.30,-53.23,62.10
10338802,---,7.97,-13.59,21.40,12.81
10338803,---,-54.71,-26.55,-77.11,-56.74
10338804,---,-6.81,-12.66,-13.78,3.84
10338805,---,-75.29,-73.07,-68.87,-83.14
10338806,---,-49.19,-93.93,-0.48,-52.10
10338807,---,49.76,31.11,68.89,38.52
10338808,---,-49.89,-34.02,-85.93,-18.24
10338809,---,-53.54,-41.32,-38.24,-80.25
10338810,---,30.38,52.73,28.59,13.23
10338811,---,51.62,43.64,40.31,68.84
10338812,---,22.37,27.71,20.20,19.44
10338813,---,-66.53,-94.85,-81.82,-24.40
10338814,---,17.11,15.54,23.24,12.00
10338815,---,85.64,84.37,86.00,86.80
10338816,---,6.35,63.99,-53.97,4.83
10338817,---,96.42,95.38,97.30,96.14
10338818,---,-53.26,-80.71,-54.46,-10.91
10338819,---,-54.93,-29.13,-75.40,-54.58
10338820,---,26.74,42.61,-4.49,41.98
10338821,---,-57.64,54.92,-92.82,-82.38
10338822,---,-3.68,31.08,-30.82,-15.18
10338823,---,-31.72,-22.42,-13.20,-62.23
10338824,---,-84.87,-97.16,-87.99,-45.86
10338825,---,31.56,56.78,57.99,-25.79
10338826,---,40.94,37.10,65.76,15.53
10338827,---,-40.87,-36.04,-48.05,-37.48
10338828,---,96.04,98.42,91.85,95.47
10338829,---,-16.54,25.97,5.35,-64.90
10338830,---,-17.14,-26.73,-27.13,1.30
10338831,---,-13.78,-28.93,-8.69,-5.76
10338832,---,-73.19,-65.84,-70.83,-81.01
10338833,---,-51.23,-11.24,-79.22,-47.86
10338834,---,52.69,88.40,2.44,22.46
10338835,---,-86.17,-90.91,-85.00,-82.29
10338836,---,-26.07,-54.75,-10.20,-32.03
10338837,---,48.97,44.20,47.09,55.50
10338838,---,-20.19,-43.08,-39.93,29.10
10338839,---,-66.99,-45.87,-95.75,-41.38
10338840,---,-4.70,67.18,-39.48,-28.22
10338841,---,70.11,47.37,82.34,76.51
10338842,---,53.36,69.85,27.76,48.98
10338843,---,-11.23,-40.19,-38.81,50.06
10338844,---,-23.59,-98.46,-0.91,31.11
10338845,---,-54.49,-50.19,-61.43,-50.24
10338846,---,-40.47,-49.36,-31.37,-40.32
10338847,---,23.88,21.37,35.11,15.96
10338848,---,22.88,46.97,-20.08,39.38
10338849,---,-32.25,-44.22,-48.96,0.10
10338850,---,-24.99,-5.68,-13.84,-58.35
10338851,---,-81.88,-83.72,-91.08,-63.35
10338852,---,-70.87,-67.15,-67.86,-77.30
10338853,---,84.92,82.69,90.69,80.94
10338854,---,-40.06,-21.11,-60.51,-33.50
10338855,---,-66.91,-78.22,-25.72,-82.01
10338856,---,-56.00,-81.96,-63.67,-19.01
10338857,---,-67.77,-42.19,-97.05,-44.85
10338858,---,-84.96,-91.68,-63.14,-90.83
10338859,---,-69.85,-36.01,-83.99,-87.35
10338860,---,-30.71,-34.69,-26.17,-31.41
10338861,---,0.00,60.98,-25.85,-39.53
10338862,---,-54.42,-82.61,-6.10,-70.69
10338863,---,-25.94,-39.35,-15.28,-23.16
10338864,---,-48.68,-43.38,-13.77,-80.89
10338865,---,50.57,51.40,46.79,53.34
10338866,---,-83.59,-81.63,-91.12,-76.13
10338867,---,-28.48,-12.26,-33.29,-39.28
10338868,---,49.48,36.94,47.61,61.31
10338869,---,-63.15,-80.89,-87.53,22.70
10338870,---,18.82,24.52,4.28,26.38
10338871,---,-18.80,-14.00,-18.82,-24.22
10338872,---,-85.48,-30.29,-99.83,-84.94
10338873,---,-59.88,-35.63,-69.10,-77.34
10338874,---,29.66,-9.68,57.19,33.76
10338875,---,96.76,97.76,95.31,97.17
10338876,---,-22.61,-36.58,-23.17,-7.25
10338877,---,60.53,40.85,40.65,84.49
10338878,---,-8.20,1.37,-45.90,20.80
10338879,---,-9.34,-60.46,-0.76,38.22
10338880,---,-98.23,-97.60,-97.21,-99.31
10338881,---,-51.23,-18.60,-60.89,-70.99
10338882,---,-66.07,-64.82,-76.24,-55.10
10338883,---,14.71,90.11,-63.03,-22.71
10338884,---,-82.07,-65.82,-80.80,-94.09
10338885,---,65.02,67.13,62.85,64.01
10338886,---,91.22,95.41,80.71,92.83
10338887,---,41.74,59.24,15.17,46.67
10338888,---,34.65,51.66,25.98,23.37
10338889,---,35.02,60.54,10.88,28.27
10338890,---,-1.04,-22.72,-0.56,22.89
10338891,---,-74.75,-78.80,-61.58,-81.47
10338892,---,9.94,-39.42,38.48,51.85
10338893,---,41.43,61.20,-3.76,55.44
10338894,---,88.59,92.92,85.79,83.56
10338895,---,-81.73,-60.16,-97.67,-64.89
10338896,---,-53.59,-37.28,-83.86,-35.41
10338897,---,-17.38,-51.98,30.24,-25.31
10338898,---,-4.86,-4.65,-5.19,-4.67
10338899,---,64.47,48.72,81.37,50.58
10338900,---,-46.54,19.42,-88.29,-68.11
10338901,---,-61.79,-50.76,-66.34,-68.00
10338902,---,-92.77,-88.03,-77.67,-99.24
10338903,---,-80.14,-49.60,-92.15,-89.20
10338904,---,78.22,83.70,22.63,94.45
10338905,---,-70.35,-89.81,-70.26,-39.97
10338906,---,-93.56,-92.33,-95.22,-92.64
10338907,---,-2.74,20.86,-9.57,-20.24
10338908,---,8.35,10.29,11.52,-0.11
10338909,---,26.97,-8.90,59.57,25.00
10338910,---,-91.02,-93.56,-90.17,-88.25
10338911,---,-7.72,-6.15,-13.87,-1.90
10338912,---,-34.85,-30.59,-33.28,-40.20
10338913,---,-27.39,17.49,-29.46,-63.02
10338914,---,17.80,33.12,35.94,-16.52
10338915,---,-51.79,-65.25,-15.00,-84.04
10338916,---,-31.88,-62.84,25.79,-77.54
10338917,---,-92.84,-73.82,-96.23,-99.01
10338918,---,-94.56,-95.73,-89.60,-96.01
10338919,---,4.64,-37.25,65.41,-15.15
10338920,---,4.56,3.84,2.97,7.15
10338921,---,-30.81,-28.41,-66.95,8.62
10338922,---,-87.15,-84.63,-86.77,-90.08
10338923,---,11.94,11.48,30.83,-6.00
10338924,---,-28.47,-25.16,-32.72,-27.22
10338925,---,10.87,36.52,-12.33,7.36
10338926,---,10.54,-60.64,48.04,45.39
10338927,---,-6.27,56.35,-43.66,-34.25
10338928,---,-45.58,-59.41,-49.87,-24.59
10338929,---,-0.68,38.58,-42.32,7.61
10338930,---,-30.10,-3.59,-77.18,6.01
10338931,---,-13.55,-1.03,-10.73,-30.81
10338932,---,86.07,92.37,74.11,86.63
10338933,---,-13.22,-9.52,-12.71,-17.18
10338934,---,24.47,-20.00,32.06,55.63
10338935,---,-42.00,-30.76,-86.68,-19.78
10338936,---,-50.90,-39.75,-72.65,-35.67
10338937,---,-56.18,-47.94,-74.07,-49.46
10338938,---,18.76,40.91,20.61,-7.48
10338939,---,-47.77,-49.50,-47.05,-47.02
10338940,---,-62.70,-17.02,-77.78,-78.26
10338941,---,38.42,32.02,59.58,18.96
10338942,---,-55.35,-73.93,-61.30,-28.50
10338943,---,5.26,29.05,-17.90,11.46
10338944,---,-31.78,-54.92,-75.53,30.72
10338945,---,-45.54,-64.25,-38.24,-29.57
10338946,---,61.37,56.34,70.65,56.40
10338947,---,9.33,21.80,-15.83,26.31
10338948,---,-41.02,-36.91,-18.01,-71.69
10338949,---,-30.02,-48.87,-8.64,-32.01
10338950,---,-12.55,35.37,-69.03,-3.28
10338951,---,-81.63,-95.38,-67.63,-72.53
10338952,---,-77.06,-73.33,-48.72,-91.56
10338953,---,29.50,-1.41,73.86,-3.99
10338954,---,-92.85,-94.28,-91.98,-92.02
10338955,---,-12.59,-7.73,-21.28,-11.95
10338956,---,-50.28,-74.04,-24.87,-55.43
10338957,---,-71.01,-79.11,-80.56,-50.43
10338958,---,17.60,9.60,16.66,24.50
10338959,---,-6.53,-30.81,-30.23,33.61
10338960,---,-47.64,-71.65,-23.58,-52.52
10338961,---,15.03,84.39,-31.31,-35.75
10338962,---,-41.63,-6.41,-39.92,-90.67
10338963,---,-52.22,-41.38,-59.74,-54.64
10338964,---,62.28,60.27,77.56,44.28
10338965,---,-17.95,1.54,-24.73,-29.15
10338966,---,-37.98,-39.91,-50.05,-21.24
10338967,---,-13.45,-2.04,-18.40,-20.63
10338968,---,-86.00,-83.86,-82.73,-90.53
10338969,---,-4.03,36.24,-15.97,-23.96
10338970,---,-71.24,-88.83,-26.32,-85.70
10338971,---,-52.14,-70.71,-12.46,-65.96
10338972,---,-75.25,-74.22,-67.13,-81.38
10338973,---,-42.99,-67.55,-15.99,-40.85
10338974,---,80.93,67.29,94.30,71.84
10338975,---,48.80,67.04,54.36,13.99
10338976,---,-64.51,-72.38,-39.18,-78.96
10338977,---,-54.45,-36.61,-22.53,-83.26
10338978,---,1.35,-34.61,43.36,-17.74
10338979,---,81.75,88.53,72.38,82.10
10338980,---,-59.74,-47.53,-84.58,-37.46
10338981,---,-49.59,-29.36,-71.98,-42.00
10338982,---,-77.18,-92.15,-70.97,-63.05
10338983,---,23.13,18.84,-8.36,55.81
10338984,---,5.51,-3.96,-5.37,23.65
10338985,---,-41.05,-43.83,-47.15,-32.86
10338986,---,-33.28,-13.68,-85.59,-23.46
10338987,---,-95.31,-93.49,-95.39,-96.53
10338988,---,74.08,70.72,70.82,80.74
10338989,---,-39.59,-32.96,-82.49,-8.06
10338990,---,-76.02,-90.28,-62.37,-72.06
10338991,---,-58.27,-83.22,-47.27,-38.73
10338992,---,-26.47,11.63,-13.60,-65.48
10338993,---,85.44,87.60,77.36,89.66
10338994,---,-35.93,-10.94,-54.34,-36.54
10338995,---,-40.26,-30.65,-50.67,-38.88
10338996,---,-56.03,60.72,-98.62,-64.77
10338997,---,-54.76,-49.39,-80.58,-32.99
10338998,---,58.53,72.55,57.41,35.21
10338999,---,22.28,40.53,7.31,18.43
10339000,---,13.93,26.44,-23.29,46.11
10339001,---,-73.99,-96.55,-48.96,-68.52
10339002,---,42.08,68.44,-43.32,72.06
10339003,---,27.22,53.80,-23.16,45.17
10339004,---,-87.90,-54.89,-97.13,-91.57
10339005,---,58.87,50.36,90.77,-0.05
10339006,---,-56.83,-87.98,-71.63,-17.96
10339007,---,-8.97,-15.72,11.14,-21.14
10339008,---,-33.06,-13.93,-41.72,-42.99
10339009,---,-63.05,-22.04,-85.33,-63.08
10339010,---,-39.49,-28.18,-64.40,-29.12
10339011,---,-44.83,-63.07,-18.80,-53.97
10339012,---,-70.50,-18.24,-89.56,-85.98
10339013,---,-35.97,-42.70,5.89,-64.16
10339014,---,-8.80,9.21,-0.93,-33.47
10339015,---,90.38,88.61,92.52,89.23
10339016,---,-40.17,17.69,-98.29,-55.84
10339017,---,-8.79,-35.76,-10.78,25.02
10339018,---,-21.87,-33.41,-26.06,-5.63
10339019,---,-83.99,-91.79,-59.61,-91.20
10339020,---,-82.74,-78.98,-78.47,-89.94
10339021,---,-64.49,-49.87,-49.23,-88.13
10339022,---,33.80,44.10,2.09,52.23
10339023,---,26.38,13.95,37.62,29.87
10339024,---,-48.62,-66.04,-34.24,-46.82
10339025,---,-41.99,-13.48,-55.92,-58.31
10339026,---,-60.66,-72.36,-88.51,-12.03
10339027,---,57.48,76.76,40.79,50.14
10339028,---,14.13,75.82,-45.38,-0.76
10339029,---,-4.65,-14.39,-39.22,44.93
10339030,---,-62.80,-74.73,-58.80,-51.09
10339031,---,30.12,58.65,36.25,-12.75
10339032,---,-30.72,-28.83,-56.64,-7.53
10339033,---,-78.58,-98.51,-50.72,-56.33
10339034,---,-50.04,-15.70,-56.82,-80.84
10339035,---,-8.22,-91.35,56.57,41.29
10339036,---,65.97,59.55,70.83,66.94
10339037,---,33.38,28.38,33.03,37.68
10339038,---,-20.52,28.85,-67.05,-9.43
10339039,---,54.82,40.37,62.88,59.50
10339040,---,-56.56,-23.96,-67.57,-74.83
10339041,---,-51.44,-56.00,3.82,-77.44
10339042,---,-29.34,-35.55,-18.17,-38.35
10339043,---,71.31,76.53,73.20,63.26
10339044,---,-14.89,-6.81,54.36,-82.15
10339045,---,91.35,96.53,72.04,94.04
10339046,---,35.22,27.45,56.17,14.88
10339047,---,-37.72,-21.81,-43.34,-49.41
10339048,---,-92.93,-68.44,-99.66,-98.60
10339049,---,-37.21,-57.19,18.51,-70.36
10339050,---,52.76,59.72,-3.74,79.42
10339051,---,91.04,93.89,89.27,88.40
10339052,---,-63.45,-36.17,-70.35,-75.60
10339053,---,-80.04,-76.08,-66.49,-92.72
10339054,---,-55.72,-91.50,-50.46,-11.86
10339055,---,-59.34,-65.48,-49.84,-62.09
10339056,---,84.11,89.11,79.50,82.30
10339057,---,-15.49,-16.73,3.48,-33.37
10339058,---,-60.93,-98.60,-25.79,-27.82
10339059,---,-30.68,-79.01,23.27,-33.79
10339060,---,87.32,84.47,88.71,88.96
10339061,---,85.85,81.43,85.65,88.92
10339062,---,43.79,40.50,49.26,40.33
10339063,---,-3.00,54.33,4.73,-58.67
10339064,---,10.27,-8.36,14.24,26.74
10339065,---,6.85,10.82,3.48,7.38
10339066,---,-79.40,-51.29,-46.77,-98.14
10339067,---,-68.19,-59.39,-75.12,-69.44
10339068,---,18.75,30.38,6.28,21.46
10339069,---,48.27,74.93,15.14,40.13
10339070,---,87.38,91.88,85.00,83.50
10339071,---,-56.40,-51.62,-71.48,-39.44
10339072,---,-5.24,-14.13,18.33,-17.14
10339073,---,-52.78,-37.52,-30.49,-79.94
10339074,---,-77.31,-53.83,-85.77,-87.57
10339075,---,-19.17,-47.02,-13.76,5.44
10339076,---,-28.23,-5.96,-29.83,-49.55
10339077,---,-78.17,-50.84,-66.82,-97.47
10339078,---,-21.09,-31.79,-39.91,9.15
10339079,---,25.26,63.99,-3.67,6.72
10339080,---,23.44,63.66,-14.31,20.89
10339081,---,-58.11,-82.78,-10.74,-81.89
10339082,---,-54.69,-51.73,-62.53,-49.20
10339083,---,-57.20,-67.49,-68.49,-34.11
10339084,---,-71.20,-87.83,-54.87,-60.66
10339085,---,-46.21,-30.62,-40.32,-72.43
10339086,---,-1.29,7.96,6.59,-17.48
10339087,---,-32.51,-37.25,-32.94,-27.00
10339088,---,-24.21,-0.68,-43.95,-44.37
10339089,---,-57.15,-81.35,-33.74,-36.07
10339090,---,6.22,-37.78,54.93,-4.86
10339091,---,-86.62,-43.85,-78.41,-99.74
10339092,---,-49.03,-38.73,-90.80,-11.77
10339093,---,-50.05,-32.96,-64.80,-48.18
10339094,---,-85.84,-79.48,-94.23,-79.19
10339095,---,-5.87,-45.18,32.23,3.38
10339096,---,-65.76,-57.66,-69.42,-69.69
10339097,---,52.60,55.76,53.93,47.84
10339098,---,-91.24,-93.71,-88.53,-89.43
10339099,---,-79.53,-76.49,-92.09,-61.59
10339100,---,32.84,23.61,43.94,30.58
10339101,---,-91.64,-86.41,-94.92,-92.03
10339102,---,-37.71,-82.96,-0.09,-43.64
10339103,---,53.76,90.47,3.62,29.32
10339104,---,-19.47,15.47,-49.24,-16.39
10339105,---,-38.82,-36.81,-25.61,-59.32
10339106,---,2.80,-9.86,12.02,5.00
10339107,---,80.54,87.06,86.42,61.53
10339108,---,-23.72,-36.78,-42.49,8.74
10339109,---,-18.42,-9.87,-52.56,6.86
10339110,---,37.57,20.78,35.05,54.45
10339111,---,-28.81,-40.00,-7.07,-44.66
10339112,---,-10.10,0.14,-11.09,-21.59
10339113,---,-62.82,-52.75,-81.54,-53.23
10339114,---,-70.60,-61.25,-88.85,-55.45
10339115,---,-58.58,-70.37,-6.21,-88.41
10339116,---,-81.32,-88.37,-41.52,-99.51
10339117,---,28.25,31.58,31.05,22.84
10339118,---,44.92,12.62,94.27,-17.85
10339119,---,-23.06,28.11,-56.77,-36.23
10339120,---,45.29,72.25,56.89,3.32
10339121,---,57.43,-45.27,93.10,68.10
10339122,---,-42.24,-31.36,-30.51,-65.19
10339123,---,45.46,68.98,8.64,52.69
10339124,---,-74.76,-71.37,-60.66,-86.38
10339125,---,80.66,77.55,92.30,48.79
10339126,---,-31.01,-26.05,9.67,-66.30
10339127,---,-68.01,-23.59,-91.86,-65.10
10339128,---,5.31,-3.00,43.73,-21.31
10339129,---,40.86,54.22,54.30,2.97
10339130,---,54.67,91.37,14.57,27.73
10339131,---,82.30,73.17,90.08,79.55
10339132,---,-34.42,22.72,-58.58,-58.49
10339133,---,93.16,94.33,92.97,92.08
10339134,---,-20.13,-15.01,-18.31,-27.93
10339135,---,-19.11,5.57,-50.02,-15.54
10339136,---,64.74,79.17,78.67,19.43
10339137,---,40.31,-17.85,90.29,-0.33
10339138,---,-23.77,29.97,-72.93,-10.70
10339139,---,54.43,56.67,49.67,56.27
10339140,---,57.28,31.86,72.14,64.37
10339141,---,2.17,69.03,-47.33,-18.11
10339142,---,-36.22,9.46,-49.85,-68.33
10339143,---,-42.62,-49.26,-74.92,-12.30
10339144,---,-73.54,-65.56,-67.29,-84.93
10339145,---,-84.50,-92.77,-67.17,-88.10
10339146,---,-62.62,-68.54,-20.89,-88.84
10339147,---,-16.89,-45.48,-19.90,-6.48
10339148,---,56.36,15.74,75.94,63.67
10339149,---,54.91,3.14,89.72,32.92
10339150,---,-63.00,-83.31,-33.74,-59.82
10339151,---,13.17,21.81,8.13,8.17
10339152,---,-92.60,-97.52,-94.70,-75.27
10339153,---,-17.51,-45.25,4.00,-3.62
10339154,---,30.14,53.69,62.20,-28.34
10339155,---,-79.80,-94.42,-86.37,-36.55
10339156,---,38.05,24.95,53.10,37.44
10339157,---,22.56,-8.05,26.25,46.39
10339158,---,-40.51,21.25,-75.36,-59.39
10339159,---,-48.25,-77.35,0.60,-75.01
10339160,---,-36.69,-2.72,-67.71,-44.38
10339161,---,16.40,-27.80,58.53,12.37
10339162,---,-50.44,-54.11,-33.36,-62.95
10339163,---,-46.56,3.38,-25.89,-89.61
10339164,---,-25.82,-26.70,12.50,-62.66
10339165,---,33.15,31.03,31.06,37.42
10339166,---,-77.06,-74.84,-89.04,-62.81
10339167,---,-9.73,-82.23,66.68,-14.03
10339168,---,-78.94,-31.97,-93.10,-89.05
10339169,---,42.73,66.12,-1.79,49.62
10339170,---,-18.92,-15.28,-35.17,-10.57
10339171,---,78.07,77.10,46.60,93.14
10339172,---,-71.76,-63.46,-85.40,-65.29
10339173,---,-14.11,31.88,-22.78,-47.68
10339174,---,-56.11,-66.77,-25.44,-67.79
10339175,---,-40.28,-37.98,-38.69,-45.55
10339176,---,97.75,97.62,95.47,98.94
10339177,---,17.25,27.54,-12.35,35.36
10339178,---,-7.79,9.04,-0.69,-29.44
10339179,---,3.93,45.81,-64.94,39.03
10339180,---,1.66,27.44,14.79,-32.83
10339181,---,-44.71,-59.70,-8.88,-69.64
