Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II-,Sample_,Sample_,Sample_
10338644,---,0.00,-20.84,9.04,9.80
10338645,---,39.20,37.14,40.27,39.53
10338646,---,85.22,80.12,76.21,94.23
10338647,---,58.08,19.81,88.66,43.90
10338648,---,95.73,93.68,97.58,95.00
10338649,---,-0.63,28.03,-17.56,18.20
10338650,---,56.21,41.03,81.23,32.07
10338651,---,80.60,55.63,92.84,81.83
10338652,---,2.78,28.84,27.49,-47.12
10338653,---,82.79,76.00,72.58,92.92
10338654,---,-20.18,-2.16,-2.87,-46.74
10338655,---,93.00,87.46,91.59,96.64
10338656,---,85.27,88.84,87.06,78.65
10338657,---,-61.22,-86.08,-51.60,-33.43
10338658,---,29.96,51.73,26.01,8.66
10338659,---,90.10,86.73,94.07,88.70
10338660,---,-14.88,4.06,-45.33,-9.12
10338661,---,24.26,-26.89,29.92,64.45
10338662,---,-23.05,25.35,-3.32,-81.01
10338663,---,97.51,98.34,97.82,95.70
10338664,---,54.27,70.88,69.27,23.79
10338665,---,48.98,49.28,39.42,57.44
10338666,---,62.91,66.22,67.48,53.85
10338667,---,-38.54,-50.69,-65.26,-4.47
10338668,---,-31.47,-42.62,-22.23,-31.34
10338669,---,-15.33,-7.96,-47.30,-4.71
10338670,---,48.70,44.11,-16.31,87.89
10338671,---,62.57,63.70,72.03,49.99
10338672,---,57.51,46.92,67.11,57.64
10338673,---,99.65,99.86,99.52,99.28
10338674,---,44.45,48.93,30.26,54.74
10338675,---,57.19,48.35,55.16,65.95
10338676,---,-9.94,-24.24,-0.78,-7.25
10338677,---,22.77,-5.55,-4.95,64.02
10338678,---,-41.57,-12.72,-81.93,-13.52
10338679,---,-19.70,-31.13,-23.86,-6.09
10338680,---,97.19,96.41,94.31,98.92
10338681,---,-9.10,2.79,3.85,-33.38
10338682,---,82.25,90.47,74.39,79.84
10338683,---,79.72,85.47,85.16,66.11
10338684,---,76.46,84.01,69.40,75.42
10338685,---,75.96,59.72,79.52,82.77
10338686,---,66.97,36.40,75.16,77.32
10338687,---,-65.71,-76.94,-80.45,-17.27
10338688,---,74.61,83.18,63.32,74.72
10338689,---,-36.32,-44.04,-24.84,-40.13
10338690,---,76.02,75.22,71.55,80.77
10338691,---,3.50,12.26,22.44,-8.32
10338692,---,71.02,72.34,71.28,69.75
10338693,---,97.19,91.26,98.52,98.76
10338694,---,54.72,25.33,45.65,78.64
10338695,---,91.03,80.63,90.35,97.04
10338696,---,-35.20,-66.64,-3.46,-42.71
10338697,---,-37.93,-72.77,-66.95,-2.46
10338698,---,79.35,83.37,86.83,59.22
10338699,---,-81.94,-99.55,-41.22,-89.40
10338700,---,91.53,90.56,90.13,93.02
10338701,---,67.52,12.10,79.66,82.91
10338702,---,98.29,98.71,97.70,98.45
10338703,---,-37.15,-51.95,-33.62,-26.00
10338704,---,84.28,73.86,87.70,88.50
10338705,---,-2.32,-12.41,-18.83,28.63
10338706,---,39.51,44.99,34.33,38.87
10338707,---,6.33,41.07,19.72,-37.86
10338708,---,49.25,50.01,43.49,54.98
10338709,---,93.20,96.37,93.85,88.48
10338710,---,86.99,88.02,87.14,85.73
10338711,---,32.88,25.08,20.32,49.72
10338712,---,-80.70,-85.77,-76.56,-76.45
10338713,---,75.27,64.44,84.58,74.39
10338714,---,94.04,79.73,95.27,97.84
10338715,---,62.47,68.78,37.92,73.76
10338716,---,95.45,98.95,93.00,90.99
10338717,---,3.81,51.81,-4.14,-34.55
10338718,---,13.73,-7.41,53.55,-7.66
10338719,---,-55.37,-73.77,-41.51,-49.58
10338720,---,95.09,95.29,94.97,95.11
10338721,---,-10.52,-21.79,-22.00,20.86
10338722,---,15.14,38.18,-31.57,35.62
10338723,---,80.99,46.02,87.40,91.48
10338724,---,-5.19,-14.96,-15.08,14.79
10338725,---,37.08,-7.05,47.96,59.66
10338726,---,2.67,-23.57,14.05,28.77
10338727,---,60.11,78.86,61.35,38.51
10338728,---,-1.41,-19.56,2.86,11.66
10338729,---,58.17,25.66,57.90,77.56
10338730,---,16.41,9.32,22.20,15.80
10338731,---,-13.21,-19.86,9.19,-27.29
10338732,---,79.17,75.14,83.93,76.78
10338733,---,94.94,82.40,99.08,95.00
10338734,---,34.38,-1.21,41.87,56.26
10338735,---,-89.44,-94.09,-99.69,-52.65
10338736,---,62.34,17.65,28.58,97.46
10338737,---,90.37,80.54,95.54,90.50
10338738,---,49.62,31.84,49.94,64.63
10338739,---,54.67,59.32,25.41,71.73
10338740,---,64.33,37.60,84.50,52.48
10338741,---,5.55,-28.65,19.11,30.50
10338742,---,22.63,28.68,-5.29,40.77
10338743,---,87.68,90.88,93.40,73.37
10338744,---,98.50,97.52,99.05,99.09
10338745,---,99.29,97.34,99.29,99.73
10338746,---,37.33,47.24,48.17,15.72
10338747,---,84.17,74.08,88.38,86.40
10338748,---,68.77,72.74,80.68,34.14
10338749,---,46.03,41.94,63.82,26.63
10338750,---,89.62,81.21,92.75,91.79
10338751,---,42.84,3.43,21.33,81.04
10338752,---,91.39,95.79,78.61,93.91
10338753,---,-18.95,-47.91,-62.66,45.66
10338754,---,21.18,33.99,44.55,-17.25
10338755,---,-3.07,45.43,-12.88,-23.82
10338756,---,41.62,52.60,13.80,55.23
10338757,---,-36.11,-8.75,-65.79,-30.72
10338758,---,84.36,79.74,88.88,83.74
10338759,---,56.50,34.64,69.66,67.44
10338760,---,36.91,48.17,30.81,32.00
10338761,---,-68.46,-62.73,-79.16,-62.34
10338762,---,-29.20,-10.46,-16.40,-59.90
10338763,---,44.17,45.76,56.79,26.73
10338764,---,78.17,59.71,92.49,71.01
10338765,---,38.21,44.38,29.74,39.98
10338766,---,96.08,94.37,92.91,98.33
10338767,---,-58.42,-31.29,-73.76,-75.89
10338768,---,93.12,94.64,84.99,96.00
10338769,---,66.36,52.63,42.34,90.74
10338770,---,-10.68,-15.34,-38.10,25.22
10338771,---,29.78,-8.66,57.32,34.76
10338772,---,68.14,76.68,72.75,53.27
10338773,---,36.07,71.28,50.59,-7.89
10338774,---,90.65,65.21,93.42,97.43
10338775,---,93.47,91.15,95.14,93.38
10338776,---,57.02,29.35,71.21,62.79
10338777,---,88.08,51.54,93.36,94.48
10338778,---,48.56,74.17,57.08,-1.58
10338779,---,-62.01,-43.27,-64.00,-74.37
10338780,---,-70.61,-66.21,-65.78,-78.75
10338781,---,90.69,75.53,94.46,94.00
10338782,---,-17.98,-60.00,12.50,3.45
10338783,---,52.83,53.78,42.87,60.43
10338784,---,35.69,-2.33,62.51,38.33
10338785,---,31.71,35.60,-2.89,56.67
10338786,---,98.64,98.61,98.99,98.35
10338787,---,59.04,67.24,37.32,69.14
10338788,---,84.04,82.72,89.05,79.77
10338789,---,15.91,24.50,20.76,-1.29
10338790,---,30.09,59.86,11.70,15.63
10338791,---,94.69,92.11,92.77,98.04
10338792,---,77.51,75.43,84.34,70.99
10338793,---,86.79,86.23,85.02,88.64
10338794,---,15.67,46.28,-8.85,8.63
10338795,---,-68.74,-83.24,-41.86,-80.34
10338796,---,7.42,-6.49,13.57,15.72
10338797,---,15.20,-37.30,33.76,48.32
10338798,---,79.83,50.02,90.97,83.75
10338799,---,61.06,68.57,77.35,29.33
10338800,---,86.29,78.61,87.38,90.73
10338801,---,93.94,93.25,98.57,82.64
10338802,---,-68.90,-71.14,-66.36,-68.47
10338803,---,98.39,98.36,97.62,98.90
10338804,---,94.46,88.67,97.68,94.21
10338805,---,92.83,90.20,88.89,97.78
10338806,---,-18.77,-66.14,-5.45,7.98
10338807,---,-8.87,-10.95,-5.93,-9.67
10338808,---,92.04,90.43,95.96,86.07
10338809,---,92.15,71.00,92.70,98.45
10338810,---,99.40,97.27,99.63,99.75
10338811,---,11.32,6.40,16.58,11.93
10338812,---,38.52,41.97,5.92,68.63
10338813,---,87.64,36.84,93.51,94.92
10338814,---,75.53,66.62,85.63,71.42
10338815,---,21.73,24.94,21.00,19.26
10338816,---,62.96,66.42,63.05,58.95
10338817,---,28.04,-42.47,71.54,44.65
10338818,---,79.99,71.21,74.14,89.92
10338819,---,64.94,61.47,74.59,57.75
10338820,---,99.74,99.84,99.71,99.51
10338821,---,94.35,97.73,89.56,92.88
10338822,---,91.59,89.15,92.12,93.20
10338823,---,34.94,55.51,-0.87,36.80
10338824,---,85.30,76.48,90.20,86.73
10338825,---,29.39,8.92,-36.47,84.12
10338826,---,90.91,81.17,94.60,93.98
10338827,---,-13.25,-42.02,28.37,-19.99
10338828,---,95.70,95.81,98.19,90.27
10338829,---,76.59,94.94,43.41,73.30
10338830,---,34.48,28.19,23.77,50.45
10338831,---,-26.14,-8.52,-25.91,-47.29
10338832,---,-59.09,-67.67,-60.85,-47.75
10338833,---,83.45,83.32,73.76,90.88
10338834,---,11.09,35.39,59.09,-52.36
10338835,---,-32.24,-44.04,-38.54,-15.98
10338836,---,-15.13,-42.15,-36.33,-1.65
10338837,---,-54.61,-67.75,-64.83,-25.83
10338838,---,-25.71,-17.09,-45.00,-14.97
10338839,---,79.40,88.39,53.15,84.78
10338840,---,94.81,62.91,98.86,96.98
10338841,---,12.46,-2.36,20.33,19.28
10338842,---,-4.93,-27.99,54.27,-23.25
10338843,---,98.47,99.46,98.18,97.06
10338844,---,-14.81,16.37,-42.47,-18.63
10338845,---,43.51,-8.44,42.93,78.40
10338846,---,92.73,83.82,94.73,95.58
10338847,---,-46.62,-32.75,-38.39,-66.11
10338848,---,73.56,57.68,83.75,73.25
10338849,---,96.57,92.91,97.99,97.02
10338850,---,63.10,64.85,67.53,55.64
10338851,---,98.64,97.77,98.64,99.40
10338852,---,31.54,25.25,37.40,32.11
10338853,---,68.31,54.75,74.96,73.56
10338854,---,-32.86,-33.09,-28.42,-37.51
10338855,---,84.89,84.41,86.91,83.80
10338856,---,-62.16,-65.36,-68.86,-51.92
10338857,---,-79.41,-85.14,-84.72,-66.43
10338858,---,40.82,1.85,69.87,40.34
10338859,---,99.20,97.90,99.77,99.27
10338860,---,24.31,57.11,-5.52,16.96
10338861,---,43.35,40.48,61.67,21.49
10338862,---,94.82,95.08,94.33,95.43
10338863,---,91.81,94.24,87.67,91.63
10338864,---,-15.62,31.24,-8.98,-65.45
10338865,---,-52.58,-54.87,-44.47,-57.68
10338866,---,72.49,69.92,72.57,75.15
10338867,---,98.96,97.73,99.40,98.88
10338868,---,65.96,62.10,82.52,44.79
10338869,---,92.69,95.84,96.02,77.41
10338870,---,44.16,9.26,41.02,77.15
10338871,---,30.56,24.78,16.98,45.84
10338872,---,55.40,75.99,-8.78,77.13
10338873,---,89.01,97.51,48.73,94.75
10338874,---,64.49,64.01,85.62,26.19
10338875,---,79.14,93.13,84.31,45.07
10338876,---,-45.75,-30.52,-71.96,-21.56
10338877,---,84.70,95.38,55.59,88.79
10338878,---,-55.40,-40.54,-36.08,-89.87
10338879,---,85.53,71.16,83.85,94.65
10338880,---,-42.11,-36.53,-43.32,-46.73
10338881,---,94.52,93.31,97.03,92.70
10338882,---,71.87,68.96,78.62,65.80
10338883,---,12.65,-5.19,31.09,10.78
10338884,---,59.68,37.39,60.79,77.67
10338885,---,20.95,30.08,-10.54,41.57
10338886,---,98.59,97.92,99.22,98.08
10338887,---,68.50,69.45,70.41,64.62
10338888,---,90.14,93.75,86.56,88.57
10338889,---,74.09,58.97,-4.21,96.00
10338890,---,-81.72,-76.02,-81.47,-87.03
10338891,---,23.20,45.03,-4.20,25.29
10338892,---,-25.93,-14.54,-26.89,-38.75
10338893,---,51.13,88.33,58.01,-27.69
10338894,---,73.80,72.61,87.19,56.18
10338895,---,60.76,53.22,59.18,68.70
10338896,---,69.48,48.61,77.23,76.50
10338897,---,5.94,-3.01,-36.98,60.25
10338898,---,-9.17,-3.00,-12.00,-13.70
10338899,---,-9.79,29.40,26.47,-72.98
10338900,---,79.88,72.15,81.84,84.55
10338901,---,32.41,-11.18,36.33,62.98
10338902,---,-28.25,-26.87,-85.59,35.61
10338903,---,95.15,85.70,99.41,94.43
10338904,---,98.37,99.56,98.30,93.43
10338905,---,-25.69,6.99,-6.02,-75.40
10338906,---,-81.16,-90.05,-69.41,-78.40
10338907,---,69.38,61.82,63.87,80.37
10338908,---,26.06,28.06,29.89,20.95
10338909,---,-17.85,-74.23,12.82,24.33
10338910,---,-23.62,-35.48,-39.04,3.10
10338911,---,38.68,7.44,56.42,44.81
10338912,---,83.45,84.81,60.71,93.61
10338913,---,41.09,42.98,-12.81,75.02
10338914,---,66.53,67.94,64.03,67.88
10338915,---,-24.12,-63.57,-15.38,-3.68
10338916,---,-57.02,-73.05,-18.67,-84.70
10338917,---,61.34,-3.40,76.61,82.89
10338918,---,-58.35,-47.19,-79.04,-42.24
10338919,---,92.76,96.48,89.20,91.74
10338920,---,72.67,48.60,75.30,88.08
10338921,---,78.89,57.14,85.76,85.33
10338922,---,9.95,-4.30,30.87,7.73
10338923,---,70.90,78.04,70.71,62.73
10338924,---,97.13,98.28,97.70,94.10
10338925,---,92.23,90.72,96.20,83.59
10338926,---,64.30,84.45,-17.47,87.22
10338927,---,9.77,-38.39,10.53,52.66
10338928,---,39.90,52.49,43.32,21.53
10338929,---,-56.25,-46.57,-93.04,-2.11
10338930,---,94.91,93.53,94.05,96.42
10338931,---,87.23,85.51,83.54,91.61
10338932,---,-45.38,3.08,-43.97,-83.03
10338933,---,26.73,38.36,30.64,0.18
10338934,---,-32.78,-34.47,12.55,-63.78
10338935,---,-66.32,-61.85,-76.89,-60.36
10338936,---,98.32,98.26,98.29,98.59
10338937,---,-13.12,-25.09,-4.71,-13.42
10338938,---,99.14,97.34,99.25,99.60
10338939,---,54.71,31.89,22.47,87.40
10338940,---,34.30,64.43,17.43,11.42
10338941,---,59.08,17.26,57.80,83.70
10338942,---,94.00,89.29,94.55,96.47
10338943,---,-79.01,-43.67,-97.27,-75.94
10338944,---,90.53,82.92,92.97,93.78
10338945,---,21.60,-0.91,52.63,13.95
10338946,---,90.90,81.53,81.29,98.27
10338947,---,-87.67,-84.96,-91.22,-86.46
10338948,---,96.91,93.94,97.43,98.27
10338949,---,79.06,89.47,73.55,71.39
10338950,---,44.38,33.30,69.48,17.71
10338951,---,54.36,51.82,30.18,76.90
10338952,---,94.40,92.19,97.11,92.23
10338953,---,-55.12,-86.40,-51.52,-28.28
10338954,---,20.71,31.35,6.11,25.26
10338955,---,-26.83,-49.57,-13.44,-22.30
10338956,---,95.65,85.10,98.27,96.59
10338957,---,-68.58,-55.52,-79.78,-69.84
10338958,---,87.50,86.87,69.65,96.28
10338959,---,91.19,94.14,90.00,88.46
10338960,---,53.21,33.03,22.70,82.16
10338961,---,15.28,-12.71,37.70,25.83
10338962,---,41.56,91.13,-61.05,29.57
10338963,---,56.74,1.12,78.37,60.05
10338964,---,-68.86,-85.06,-62.20,-55.94
10338965,---,93.28,88.73,96.70,93.10
10338966,---,60.71,25.52,78.40,67.46
10338967,---,40.42,32.78,58.63,24.56
10338968,---,94.73,87.88,93.67,98.31
10338969,---,98.21,97.88,98.46,98.06
10338970,---,9.18,30.72,31.75,-30.74
10338971,---,80.24,62.82,89.45,83.66
10338972,---,5.75,21.71,-0.89,-3.12
10338973,---,-15.76,-27.85,-45.08,26.81
10338974,---,48.05,13.19,90.37,21.86
10338975,---,66.79,5.16,70.17,90.48
10338976,---,86.59,85.70,84.27,89.35
10338977,---,95.41,92.27,97.51,95.38
10338978,---,95.51,91.98,97.61,95.51
10338979,---,86.74,78.02,93.17,87.24
10338980,---,87.19,88.40,90.17,81.15
10338981,---,88.17,97.04,59.33,90.26
10338982,---,-5.40,1.07,-9.70,-8.00
10338983,---,76.35,57.68,83.69,81.88
10338984,---,80.86,75.00,72.09,89.88
10338985,---,-17.62,-30.94,-9.85,-17.32
10338986,---,-64.68,-90.73,-53.33,-48.11
10338987,---,-43.96,-22.21,-39.77,-62.63
10338988,---,13.42,30.24,10.45,5.47
10338989,---,98.43,98.39,98.96,98.11
10338990,---,47.82,39.30,30.19,69.92
10338991,---,-10.52,-17.28,-9.57,-4.46
10338992,---,94.71,96.87,93.96,91.94
10338993,---,39.14,60.34,29.71,21.70
10338994,---,97.01,95.51,96.83,97.92
10338995,---,95.82,94.86,94.45,97.05
10338996,---,43.09,73.05,-24.37,62.01
10338997,---,43.02,12.32,57.14,54.27
10338998,---,-29.18,-21.56,-27.29,-37.72
10338999,---,52.87,51.74,62.95,42.39
10339000,---,-2.21,-2.60,21.94,-15.62
10339001,---,56.74,40.59,70.93,56.81
10339002,---,92.85,72.18,95.72,97.30
10339003,---,70.64,74.53,71.29,65.18
10339004,---,33.87,52.33,38.42,3.00
10339005,---,91.46,95.58,96.30,69.82
10339006,---,89.80,64.41,95.06,94.74
10339007,---,82.80,73.06,73.24,94.73
10339008,---,18.52,4.64,44.23,2.92
10339009,---,96.19,89.72,98.45,96.44
10339010,---,92.46,89.71,92.55,94.77
10339011,---,5.00,21.65,-35.30,41.95
10339012,---,92.13,90.80,89.54,95.56
10339013,---,19.87,28.21,16.66,12.75
10339014,---,99.32,98.49,99.35,99.47
10339015,---,98.62,97.71,99.33,99.48
10339016,---,-24.71,-57.44,-4.06,-24.78
10339017,---,91.03,90.13,95.26,85.87
10339018,---,85.40,92.90,80.96,78.39
10339019,---,56.55,79.16,50.15,21.20
10339020,---,64.34,20.82,88.92,52.38
10339021,---,-9.63,-17.60,-24.27,14.10
10339022,---,98.45,93.53,99.43,98.78
10339023,---,10.43,12.69,1.84,19.90
10339024,---,87.81,76.14,97.85,79.74
10339025,---,32.66,68.72,-41.99,55.80
10339026,---,24.08,-58.77,44.57,77.77
10339027,---,90.85,95.63,96.13,65.60
10339028,---,87.05,78.52,94.92,82.51
10339029,---,-57.06,-63.81,-87.81,3.73
10339030,---,-3.20,-17.95,-3.65,11.81
10339031,---,60.39,68.18,25.38,76.88
10339032,---,91.26,93.32,87.82,91.77
10339033,---,23.82,-0.82,32.35,35.03
10339034,---,-49.68,-25.14,-72.66,-52.66
10339035,---,66.86,54.11,51.33,83.30
10339036,---,20.21,18.15,15.35,28.09
10339037,---,17.56,22.76,-1.22,27.69
10339038,---,41.76,77.95,-12.63,44.67
10339039,---,33.97,7.73,42.61,50.24
10339040,---,20.97,10.00,43.73,10.37
10339041,---,79.18,51.62,85.75,89.51
10339042,---,-52.13,-66.53,-51.27,-39.48
10339043,---,92.18,87.18,95.34,93.45
10339044,---,78.72,-4.23,93.19,89.02
10339045,---,83.97,84.20,76.50,89.35
10339046,---,94.12,93.77,93.31,95.31
10339047,---,85.76,84.01,81.67,89.72
10339048,---,74.24,63.65,76.16,79.40
10339049,---,93.96,97.04,69.84,97.57
10339050,---,77.71,60.15,91.56,71.76
10339051,---,67.12,74.22,42.84,78.50
10339052,---,84.05,79.04,88.98,83.23
10339053,---,1.41,25.48,-1.11,-5.41
10339054,---,92.89,85.31,92.28,97.15
10339055,---,55.12,32.71,42.76,81.49
10339056,---,94.36,92.01,96.91,94.36
10339057,---,61.93,59.75,80.50,36.08
10339058,---,90.92,73.03,94.64,93.99
10339059,---,26.47,47.85,11.35,17.57
10339060,---,95.57,93.08,98.30,95.33
10339061,---,96.73,97.43,97.59,94.13
10339062,---,-1.24,-1.10,8.85,-28.16
10339063,---,98.03,83.67,98.92,99.67
10339064,---,-77.65,-82.79,-78.76,-66.62
10339065,---,60.41,50.74,57.54,71.98
10339066,---,92.34,92.72,96.04,81.83
10339067,---,26.88,50.88,56.02,-33.12
10339068,---,94.98,96.61,98.53,84.73
10339069,---,16.89,-11.09,39.64,23.85
10339070,---,-53.98,-45.88,-68.98,-35.65
10339071,---,-73.93,-67.75,-76.54,-77.52
10339072,---,83.27,89.23,80.94,79.23
10339073,---,74.95,72.94,87.92,55.50
10339074,---,-23.79,-16.23,-58.50,3.73
10339075,---,45.91,57.48,26.28,51.07
10339076,---,85.30,87.36,88.55,80.12
10339077,---,27.89,38.75,12.24,30.29
10339078,---,-49.36,-53.33,-51.21,-42.65
10339079,---,77.65,83.31,73.96,73.00
10339080,---,93.10,93.10,97.35,86.13
10339081,---,88.93,82.51,91.94,89.44
10339082,---,79.09,60.22,84.61,87.10
10339083,---,90.73,84.34,92.46,93.37
10339084,---,-0.42,-4.02,25.30,-8.00
10339085,---,30.94,-76.72,58.68,78.21
10339086,---,97.91,96.13,98.81,98.06
10339087,---,-4.61,-35.52,-30.29,59.72
10339088,---,-14.68,-73.74,-13.72,32.94
10339089,---,53.44,28.42,69.90,54.33
10339090,---,88.98,92.05,89.22,85.98
10339091,---,77.29,42.57,50.26,96.42
10339092,---,96.09,98.72,81.32,97.56
10339093,---,27.50,31.83,27.17,23.38
10339094,---,96.78,91.56,98.37,97.95
10339095,---,85.90,92.19,53.94,92.59
10339096,---,-5.97,-4.41,-5.09,-9.31
10339097,---,-2.39,-6.82,-18.05,15.73
10339098,---,31.05,49.69,11.25,30.44
10339099,---,94.40,94.50,91.69,96.50
10339100,---,-20.59,-71.82,-7.97,26.80
10339101,---,-80.59,-82.81,-84.14,-74.10
10339102,---,-22.25,-22.42,-47.07,-3.07
10339103,---,16.27,18.03,12.47,17.74
10339104,---,41.70,29.20,67.28,24.42
10339105,---,-2.56,-2.91,6.31,-6.36
10339106,---,-48.84,-43.04,-40.46,-62.21
10339107,---,47.11,-11.60,-0.80,92.77
10339108,---,63.27,61.52,58.21,69.31
10339109,---,84.14,87.23,41.75,94.88
10339110,---,-63.80,-68.93,-14.22,-87.21
10339111,---,-24.38,-8.65,-50.43,-19.74
10339112,---,-28.63,-6.51,-42.76,-39.95
10339113,---,62.91,71.54,45.01,69.56
10339114,---,-5.93,0.67,-18.51,-0.89
10339115,---,-63.80,-50.46,-73.13,-67.08
10339116,---,-18.82,-87.57,8.94,36.21
10339117,---,-60.20,-74.73,-75.69,-16.40
10339118,---,52.31,51.55,37.81,66.17
10339119,---,-6.57,14.97,-0.09,-34.54
10339120,---,97.44,97.03,97.88,97.28
10339121,---,-1.49,66.97,32.32,-84.47
10339122,---,62.34,40.15,67.10,73.68
10339123,---,17.76,8.03,-9.10,51.76
10339124,---,96.16,96.37,92.93,98.07
10339125,---,-19.13,-46.85,33.89,-39.35
10339126,---,84.05,57.12,85.30,94.49
10339127,---,22.54,48.74,38.70,-22.70
10339128,---,82.70,81.71,97.76,18.09
10339129,---,-61.38,-77.16,-17.27,-78.61
10339130,---,84.74,74.71,88.80,87.84
10339131,---,62.01,71.11,39.63,70.39
10339132,---,94.74,92.80,95.67,95.06
10339133,---,93.58,92.69,96.06,91.89
10339134,---,-6.39,-14.93,-19.75,16.64
10339135,---,16.21,49.74,6.53,-9.93
10339136,---,97.31,91.85,97.06,98.91
10339137,---,16.86,41.12,5.01,1.28
10339138,---,59.30,51.43,71.90,53.87
10339139,---,65.15,63.65,61.81,69.29
10339140,---,5.01,31.65,-16.88,0.29
10339141,---,43.90,43.10,65.34,18.93
10339142,---,78.22,54.79,78.35,90.63
10339143,---,78.98,80.62,82.11,73.91
10339144,---,33.33,-11.07,61.20,44.16
10339145,---,86.16,81.96,88.59,87.12
10339146,---,38.64,59.90,-26.42,70.41
10339147,---,6.84,1.62,6.65,10.65
10339148,---,-39.00,13.61,-55.24,-65.32
10339149,---,84.04,74.76,83.97,89.86
10339150,---,-41.92,-5.05,-77.88,-24.94
10339151,---,-55.32,-30.37,-66.72,-66.25
10339152,---,-1.20,31.53,-5.23,-11.22
10339153,---,-19.44,-16.96,-6.05,-30.63
10339154,---,-16.68,0.96,-11.07,-48.56
10339155,---,79.52,80.98,72.83,83.35
10339156,---,24.95,24.87,16.45,37.44
10339157,---,59.40,58.53,72.52,45.42
10339158,---,20.33,24.99,20.25,14.99
10339159,---,89.90,76.56,93.15,92.80
10339160,---,-54.27,-59.07,-94.35,29.05
10339161,---,84.74,84.07,81.44,87.37
10339162,---,76.94,82.27,64.88,80.08
10339163,---,78.62,43.45,88.88,90.02
10339164,---,-24.94,-75.76,48.76,-43.05
10339165,---,3.78,12.31,-4.91,1.46
10339166,---,79.27,73.71,86.11,74.90
10339167,---,72.91,63.90,71.67,79.87
10339168,---,87.66,81.35,85.82,93.30
10339169,---,55.90,74.03,48.45,39.33
10339170,---,-4.95,-44.85,37.12,-1.80
10339171,---,39.14,80.92,7.20,11.38
10339172,---,93.81,90.64,93.16,96.93
10339173,---,28.68,12.37,46.37,23.58
10339174,---,-25.86,-17.28,3.05,-56.17
10339175,---,-17.09,-10.30,-23.40,-18.73
10339176,---,96.75,96.56,95.10,97.97
10339177,---,11.96,16.42,12.83,7.35
10339178,---,90.62,71.60,83.54,98.60
10339179,---,10.08,-5.50,42.22,-7.37
10339180,---,83.06,83.29,82.15,83.42
10339181,---,37.27,42.20,7.54,58.22
10339182,---,-22.14,-2.49,-42.80,-36.88
10339183,---,-1.86,45.34,22.59,-46.43
10339184,---,49.86,11.94,18.22,86.43
10339185,---,-95.33,-95.18,-98.69,-87.71
10339186,---,-3.43,-6.46,7.74,-8.16
10339187,---,49.86,63.71,39.92,47.31
10339188,---,71.08,45.31,84.53,77.66
10339189,---,3.64,57.22,-31.30,-10.83
10339190,---,81.97,76.90,86.14,81.97
10339191,---,-55.05,-33.98,-67.37,-58.25
10339192,---,82.12,71.19,88.80,82.35
10339193,---,87.71,79.59,92.80,89.98
10339194,---,47.12,35.23,70.97,29.76
10339195,---,84.42,85.42,81.91,86.15
10339196,---,-4.78,-19.76,-35.03,55.60
10339197,---,74.68,65.22,71.81,83.51
10339198,---,98.55,99.02,98.63,97.37
10339199,---,59.72,92.47,-8.39,36.85
10339200,---,91.32,82.19,93.21,94.49
10339201,---,73.47,94.22,-29.40,84.39
10339202,---,77.74,78.95,92.82,40.14
10339203,---,53.28,42.69,77.42,29.72
10339204,---,2.49,-12.95,49.74,-23.05
10339205,---,55.19,54.37,52.17,58.43
10339206,---,62.94,68.94,17.72,85.11
10339207,---,94.94,93.11,95.31,95.61
10339208,---,84.71,71.12,67.12,97.13
10339209,---,-4.98,15.53,1.06,-31.16
10339210,---,90.85,93.82,86.85,90.85
10339211,---,31.52,22.71,35.11,35.60
10339212,---,85.23,65.30,83.01,95.08
10339213,---,98.12,98.03,98.49,97.80
10339214,---,31.16,50.44,-9.17,43.82
10339215,---,93.18,89.22,94.02,94.64
10339216,---,21.80,32.66,29.81,4.59
10339217,---,15.81,44.94,-16.34,17.94
10339218,---,41.34,38.96,40.30,45.62
10339219,---,23.21,-7.16,-12.46,74.87
10339220,---,74.06,63.19,81.28,74.38
10339221,---,15.09,15.88,4.34,43.83
10339222,---,48.42,36.29,61.51,44.85
10339223,---,82.65,65.63,83.67,89.22
10339224,---,-54.76,-32.54,-54.87,-71.11
10339225,---,7.34,21.02,6.28,-9.51
10339226,---,81.64,86.78,80.50,76.87
10339227,---,81.79,85.34,66.82,88.51
10339228,---,95.15,96.93,93.83,94.46
10339229,---,92.14,96.27,86.84,90.40
10339230,---,70.14,63.35,65.81,78.94
10339231,---,27.88,27.20,-9.59,60.57
10339232,---,-13.29,-11.44,1.14,-30.32
10339233,---,75.20,88.45,52.42,74.25
10339234,---,77.38,83.47,82.45,56.58
10339235,---,14.10,37.33,25.42,-17.22
10339236,---,78.80,76.99,63.40,88.83
10339237,---,-58.29,-73.91,-37.33,-58.32
10339238,---,93.53,97.87,94.66,85.94
10339239,---,42.72,42.38,43.23,42.38
10339240,---,62.69,43.30,67.98,72.14
10339241,---,97.90,95.31,96.94,99.34
