Probeset_ID,Gene Symbol,Mo Bl Ly6C+ II-,Sample_,Sample_,Sample_
10533687,Zcchc8,60.47,48.93,63.02,68.22
10533703,Rsrc2,8.78,8.42,11.40,6.51
10533720,Niacr1,-16.98,-10.36,-16.75,-26.82
10533725,Gpr81,-48.05,-22.86,-50.25,-71.98
10533729,Vps37b,26.75,2.89,31.04,41.64
10533734,Abcb9,-44.75,-27.62,-55.85,-53.78
10533751,Pitpnm2,-92.94,-99.93,-67.93,-78.45
10533781,Mphosph9,-65.12,-85.67,-33.78,-67.90
10533807,Cdk2ap1 or Trim7,-54.33,-32.05,-62.42,-73.58
10533812,Sbno1,31.97,31.34,39.52,25.79
10533844,Rilpl2,-29.17,-17.44,-46.65,-27.07
10533849,Rilpl1,-90.78,-87.44,-86.81,-95.33
10533858,Eif2b1,-47.38,-38.23,-56.32,-46.11
10533869,Ccdc92,-93.54,-82.43,-96.01,-97.45
10533875,Ncor2,97.39,97.22,97.54,97.42
10533929,Scarb1,86.73,80.19,88.71,92.23
10533945,Ubc or Gm19631,64.88,68.55,64.36,61.80
10533961,Dhx37,25.83,37.16,26.43,12.67
10533989,Gm4868,-15.90,-13.27,-4.06,-32.53
10533991,---,36.74,-1.05,57.19,47.60
10533993,Slc15a4,90.99,87.03,93.80,91.20
10534002,Tmem132d,-38.90,-45.67,-35.63,-35.73
10534014,5930412G12Rik,-30.89,-25.67,-19.26,-47.52
10534021,Rimbp2,-68.47,-75.87,-39.37,-86.59
10534041,Stx2,2.78,-1.17,1.79,7.83
10534053,Rps16 or Rps16-ps2 or LOC100862433 or LOC100505015,2.45,-7.39,-21.62,23.51
10534056,Hpvc-ps,-13.58,-16.94,-8.71,-14.80
10534059,Rps2,-54.33,-32.05,-62.42,-73.58
10534061,Zfp11,-78.97,-58.68,-75.75,-93.08
10534066,Sept14,-53.67,-33.30,-82.86,-45.39
10534075,Psph,-92.87,-95.90,-95.20,-85.67
10534085,Phkg1,-37.14,-25.63,-40.37,-47.64
10534096,Chchd2 or 2410018M08Rik or Gm6222 or LOC100045688 or Gm13202,-54.33,-32.05,-62.42,-73.58
10534102,Gusb,75.53,75.83,75.83,75.18
10534120,Asl,-51.28,-54.74,-49.78,-49.05
10534140,0610007L01Rik,-12.11,-8.70,-6.61,-20.66
10534142,Sbds,-50.76,-58.82,-63.18,-22.47
10534148,A330070K13Rik,-10.64,-10.20,1.65,-23.29
10534152,Wbscr17,-59.90,-71.60,-46.76,-61.50
10534168,Auts2,-88.11,-94.86,-91.57,-73.62
10534190,Wbscr16,-61.56,-50.12,-65.56,-68.44
10534202,Ncf1,59.71,66.58,59.62,51.27
10534216,Gtf2i,-45.71,-49.48,-42.34,-44.59
10534253,Gtf2ird1,-97.37,-98.46,-99.39,-90.51
10534281,Clip2,-41.70,-25.46,-54.34,-47.01
10534301,Syna,-14.11,-25.85,-4.16,-14.23
10534303,Lat2,39.02,31.37,39.78,46.85
10534316,Eif4h,12.54,20.56,6.41,11.44
10534324,Limk1,26.75,22.07,28.51,29.54
10534343,Eln,-62.18,-65.18,-54.26,-67.73
10534384,Wbscr28,-13.98,-1.06,-21.32,-19.92
10534389,Cldn13,-27.53,-48.30,-17.46,-23.19
10534395,Cldn4,-46.46,-34.80,-67.44,-39.84
10534399,Wbscr25,-26.60,-28.03,-19.52,-33.50
10534405,Wbscr22 or Dnajc30,45.98,53.59,60.71,12.91
10534420,Vps37d,-18.50,-2.11,-17.24,-36.76
10534426,Fzd9,-23.87,-30.53,-26.15,-15.19
10534428,Fkbp6,-39.70,-53.14,-19.94,-51.68
10534441,Pom121 or Nsun5,4.34,-3.89,13.62,5.57
10534456,Hip1,92.00,97.76,87.99,85.39
10534489,Ccl26,-13.83,-70.13,44.81,-7.14
10534493,Ccl24,-31.99,-28.64,-61.07,-15.02
10534501,Rhbdd2,-30.44,-25.87,-19.01,-54.88
10534504,Tmem120a,-70.37,-51.83,-73.99,-80.78
10534519,Styxl1,-55.82,-64.85,-47.36,-54.87
10534531,Ywhag,4.05,15.56,2.85,-5.11
10534537,Srcrb4d,24.20,23.69,34.88,14.03
10534549,---,-16.53,-5.28,-5.88,-47.08
10534551,Lrwd1,45.21,37.42,50.89,47.14
10534570,Orai2,-54.33,-32.05,-62.42,-73.58
10534575,Prkrip1,-41.38,-31.00,-64.76,-30.24
10534583,---,13.45,9.06,10.15,22.06
10534585,Sh2b2,75.36,86.05,68.01,69.22
10534596,Cux1,86.43,85.14,88.80,85.35
10534638,---,-26.59,-40.18,-19.59,-21.33
10534640,Emid2,-14.27,-14.49,-2.59,-27.88
10534654,Znhit1 or Plod3,90.69,89.77,85.94,94.74
10534660,Ap1s1,-74.28,-79.20,-79.81,-62.37
10534667,Serpine1,-77.28,-85.00,-50.38,-91.35
10534679,Trim56,71.65,76.72,62.66,73.98
10534684,Muc3,-39.60,-32.84,-36.82,-51.41
10534694,Srrt,-0.80,16.93,-13.60,-4.03
10534716,---,3.82,-37.04,40.30,17.04
10534718,Trip6,19.50,29.50,5.25,22.61
10534728,Slc12a9,98.53,99.06,99.17,97.63
10534743,Zan,-53.83,-67.01,-29.21,-66.20
10534832,Epo,-51.18,-62.50,-59.19,-30.18
10534839,Pop7,-47.53,-38.87,-60.50,-42.50
10534842,Gnb2,86.66,87.74,74.71,93.24
10534854,Mospd3,63.94,64.35,58.26,69.66
10534862,Pcolce,-69.56,-75.23,-68.58,-65.83
10534873,Fbxo24,-11.09,-4.20,51.48,-67.09
10534883,Irs3,-38.12,-34.40,-46.75,-33.23
10534889,Agfg2,-53.44,-71.00,-30.05,-56.76
10534906,Gm15498,-34.61,-40.00,-33.74,-30.48
10534909,Sp110,-54.33,-32.05,-62.42,-73.58
10534912,6430598A04Rik,-61.44,-27.96,-79.61,-73.53
10534921,Mepce,-52.69,-59.21,-54.94,-41.03
10534927,Pilra or Zcwpw1,76.57,78.51,74.62,75.77
10534935,Pilrb1,80.69,84.04,78.35,79.58
10534940,Pilrb2 or Pilrb1,64.68,70.64,60.24,62.69
10534945,Cyp3a13,-66.39,-74.62,-34.12,-93.15
10534960,Gjc3,-39.68,-35.93,-34.10,-50.26
10534964,Rps25,-54.33,-32.05,-62.42,-73.58
10534966,Zfp113,-82.30,-92.44,-73.65,-71.48
10534974,Mcm7,-83.32,-88.57,-81.98,-79.37
10534984,Mir25 or Mcm7,-41.56,-52.33,-9.53,-56.07
10534986,Mir93 or Mcm7,15.85,9.07,6.06,31.75
10534988,Mir106b,72.63,40.38,88.19,75.32
10534990,Taf6,-30.51,-19.50,-33.55,-39.86
10535006,BC037034,96.93,98.01,96.21,95.69
10535017,Gal3st4 or Gpc2,17.28,46.86,2.66,-2.81
10535021,Gpc2,25.22,36.24,26.77,13.91
10535025,Got2,-40.27,-39.12,-39.65,-42.07
10535027,1700123K08Rik,-80.23,-80.74,-84.91,-74.45
10535034,Zfp68,-58.89,-57.82,-56.93,-62.15
10535043,Pdgfa,-91.43,-88.55,-86.47,-95.81
10535053,Prkar1b,-84.44,-78.28,-84.32,-90.15
10535065,Adap1,93.24,92.46,92.34,94.96
10535080,Cox19,-64.06,-53.53,-80.33,-55.29
10535084,3110082I17Rik,61.87,63.38,60.84,60.84
10535091,Mir339 or 4930432F04Rik,83.87,86.33,79.02,85.38
10535095,Zfand2a,-35.12,-29.62,-45.14,-29.29
10535103,Micall2,-42.90,-46.37,-35.48,-48.04
10535124,Ints1,-25.09,-11.13,-23.04,-41.57
10535174,Tmem184a,-64.07,-54.75,-44.59,-87.99
10535184,Psmg3,-36.56,-33.21,-58.80,-18.52
10535189,Mad1l1,19.01,15.98,9.67,31.09
10535208,Ftsj2 or Nudt1,17.21,-31.37,61.86,19.35
10535213,Snx8,-6.55,-7.87,-4.08,-7.72
10535225,Grifin,2.72,10.36,-1.47,1.17
10535231,Ttyh3,53.23,46.99,56.61,55.92
10535247,Iqce,84.27,44.49,93.72,90.13
10535273,Gna12,-32.60,-26.86,-31.09,-39.76
10535282,Card11,-59.03,-69.76,-62.79,-44.91
10535310,Foxk1,72.72,69.13,81.21,67.81
10535312,Radil,-57.56,-52.42,-58.64,-61.79
10535329,Papolb,-79.42,-90.63,-54.33,-87.92
10535331,Mmd2,-44.98,-54.50,-21.09,-72.05
10535340,Wipi2,-2.36,51.08,-36.95,-22.89
10535342,---,90.02,87.19,88.84,93.71
10535369,Wipi2 or Mrpl12,-69.44,-73.83,-73.18,-60.52
10535372,Fbxl18,-18.40,8.50,-11.85,-46.85
10535378,D430018E03Rik,44.65,74.59,18.67,31.00
10535381,Actb,84.20,83.67,82.64,85.47
10535389,Rnf216,96.63,95.59,96.79,97.16
10535410,---,-49.01,-36.30,-62.29,-47.12
10535413,---,-27.65,-44.36,-24.73,-13.65
10535415,Gm3925,-55.09,-44.67,-57.65,-62.21
10535418,Rbak,93.60,97.15,96.20,78.47
10535426,Spdyb,-0.99,-15.22,51.06,-19.73
10535435,Zfp316,-44.49,-35.48,-38.36,-58.33
10535449,E130309D02Rik,57.16,57.33,59.46,54.33
10535458,Zdhhc4,-57.06,-73.32,-62.89,-27.39
10535467,9530056K15Rik,-30.30,-54.34,-4.76,-34.51
10535471,Rac1,87.79,85.56,87.27,89.85
10535477,Usp42,28.24,42.26,23.06,17.10
10535497,Ankrd61,78.32,67.12,89.83,68.83
10535502,Aimp2,-75.75,-68.61,-73.05,-85.23
10535508,Ccz1,89.78,89.81,84.25,93.56
10535524,Ocm,-54.72,-58.41,-38.72,-65.81
10535532,Tecpr1,-56.11,-53.43,-47.18,-68.57
10535559,Baiap2l1,-63.12,-68.38,-67.11,-54.06
10535575,Gm6272,-9.43,-16.82,-15.37,4.01
10535577,Tmem130,-46.53,-28.66,-77.16,-37.69
10535586,Smurf1,-36.36,-32.03,-35.75,-41.88
10535608,Kpna7,-25.48,-18.34,-20.23,-42.75
10535623,Gm4871,50.50,-3.23,79.42,50.03
10535626,Rpl29,-54.33,-32.05,-62.42,-73.58
10535629,Pdap1,-81.95,-86.68,-87.00,-71.53
10535637,Ptcd1 or Bud31 or LOC100045848,78.67,92.69,51.45,79.65
10535647,Atp5j2,-93.62,-93.96,-94.65,-92.45
10535653,Zkscan14,59.02,49.72,68.98,55.49
10535659,Cyp3a16,-54.41,-79.76,-32.92,-52.18
10535669,Cyp3a41b or Cyp3a41a or Cyp3a44 or Cyp3a11,-36.23,-34.33,-28.05,-50.59
10535683,Cyp3a41a or Cyp3a41b or Cyp3a44 or Cyp3a11,-54.33,-32.05,-62.42,-73.58
10535698,Cyp3a44,-81.40,-87.51,-43.00,-96.03
10535704,Cyp3a11,-51.20,-44.69,-30.94,-82.77
10535714,Cyp3a25,-35.02,-57.64,-21.14,-33.22
10535720,1700001J03Rik or Gm6309,-76.68,-32.96,-91.12,-92.33
10535725,Rnf6,40.04,56.61,46.35,15.00
10535732,Gpr12,-38.47,-20.75,-56.41,-47.80
10535739,Usp12,98.83,97.85,98.92,98.99
10535747,---,38.01,-7.64,63.48,45.54
10535750,Mtif3 or Gtf3a,-59.35,-64.49,-62.11,-48.82
10535759,Lnx2,-51.75,-34.18,-54.98,-64.67
10535771,Cdx2,-42.06,-41.42,-48.49,-36.90
10535776,Prhoxnb,-25.82,-27.21,-22.10,-28.46
10535780,Flt3,50.25,40.75,51.88,53.68
10535807,Flt1,39.65,44.15,40.24,34.18
10535841,Slc46a3,57.54,43.96,62.32,61.14
10535849,Slc46a3,-31.03,-49.77,-32.25,-11.10
10535852,Slc7a1,-57.70,-61.71,-49.73,-60.32
10535866,Ubl3,79.51,84.72,82.89,69.18
10535881,---,57.49,60.30,47.10,63.02
10535883,Katnal1,-85.32,-78.95,-88.97,-86.62
10535894,Hmgb1,18.94,3.30,15.89,36.55
10535898,Gm8615 or Gnpda1,51.34,72.26,71.09,-6.45
10535900,---,59.88,66.03,52.36,60.15
10535902,---,97.62,98.16,98.37,95.61
10535904,Hsph1,-47.90,0.00,-57.47,-71.11
10535927,Nme2 or Dscaml1,-41.97,-49.87,-56.14,-14.64
10535931,Zar1l,-28.68,-17.32,-18.48,-59.79
10535936,---,-78.95,-97.42,-56.97,-72.84
10535938,N4bp2l1,76.61,62.48,76.03,87.61
10535946,N4bp2l2,5.45,-1.45,-18.24,31.60
10535954,N4bp2l2 or Gm8675,39.41,47.85,76.95,-24.07
10535956,Stard13,-79.78,-84.49,-79.32,-74.34
10535972,---,-5.22,43.55,-29.72,-26.84
10535974,Vmn2r18,-43.92,-60.76,-26.37,-45.16
10535979,Rfc3,-94.23,-92.35,-94.87,-95.33
10535989,A430089I19Rik or BC061212 or Gm7978 or BC080696,-54.33,-32.05,-62.42,-73.58
10535994,A430089I19Rik or BC061212 or Gm7978 or BC080696,-54.33,-32.05,-62.42,-73.58
10536002,C87414 or Gm6367 or Gm3259,-54.33,-32.05,-62.42,-73.58
10536006,---,-54.33,-32.05,-62.42,-73.58
10536010,---,-54.33,-32.05,-62.42,-73.58
10536021,AU018829 or Gm3139 or Gm16367,-54.33,-32.05,-62.42,-73.58
10536025,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or Gm6348 or Gm6346 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,-54.33,-32.05,-62.42,-73.58
10536029,C87414,-54.33,-32.05,-62.42,-73.58
10536033,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,-54.33,-32.05,-62.42,-73.58
10536037,AU018829 or Gm3139 or D5Ertd577e or E330014E10Rik or Gm3286 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,-54.33,-32.05,-62.42,-73.58
10536041,C87414,-54.33,-32.05,-62.42,-73.58
10536044,---,-54.33,-32.05,-62.42,-73.58
10536048,AU018829 or Gm3139 or D5Ertd577e or E330014E10Rik or Gm3286 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,-54.33,-32.05,-62.42,-73.58
10536052,---,-54.33,-32.05,-62.42,-73.58
10536056,Gm6367 or C87414 or Gm3259 or Gm7919,-54.33,-32.05,-62.42,-73.58
10536061,Zfp141,-63.13,-60.68,-72.15,-56.92
10536068,Zfp788,-62.95,-62.29,-47.85,-75.69
10536079,Vmn2r-ps54,-17.32,-23.61,-3.73,-27.62
10536083,Vmn2r60 or Vmn2r-ps60 or Vmn2r61 or Vmn2r58 or Vmn2r-ps54,-13.80,-9.22,12.54,-48.04
10536085,A430089I19Rik or BC061212 or Gm7978 or BC080696,-54.33,-32.05,-62.42,-73.58
10536090,---,-62.78,-35.26,-81.95,-68.44
10536095,---,-54.33,-32.05,-62.42,-73.58
10536103,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351,-54.33,-32.05,-62.42,-73.58
10536107,---,-54.33,-32.05,-62.42,-73.58
10536111,---,-42.71,-51.20,-36.63,-41.11
10536114,---,-54.33,-32.05,-62.42,-73.58
10536118,---,-54.33,-32.05,-62.42,-73.58
10536122,---,-54.33,-32.05,-62.42,-73.58
10536126,A430089I19Rik or BC061212 or Gm7978 or BC080696,-54.33,-32.05,-62.42,-73.58
10536136,A430089I19Rik or BC061212 or Gm7978 or BC080696,-54.33,-32.05,-62.42,-73.58
10536141,Ctdnep1,93.92,97.68,81.74,95.56
10536143,---,-54.33,-32.05,-62.42,-73.58
10536147,AU018829 or Gm3139 or Gm16367,-54.33,-32.05,-62.42,-73.58
10536151,LOC100862180 or LOC100862166 or Gm7982 or Gm7682 or LOC624931 or Gm6351 or Gm6348 or Gm6346 or LOC100862230 or Gm6509 or Gm6502 or Gm6468 or LOC620639 or LOC620551,-54.33,-32.05,-62.42,-73.58
10536155,AU018829 or Gm3139 or D5Ertd577e or E330014E10Rik or Gm3286 or Gm16367 or LOC100862245 or LOC100862202 or LOC100862115 or LOC100041712 or Gm3183 or Gm3106 or Gm16427 or LOC100039010 or LOC100038995 or Gm7792 or LOC665290,-54.33,-32.05,-62.42,-73.58
10536159,AU018829 or Gm16367,-54.33,-32.05,-62.42,-73.58
10536163,---,-54.33,-32.05,-62.42,-73.58
10536170,Rn18s or Rn45s,-52.80,-28.53,-61.94,-74.95
10536172,---,-42.52,-21.22,-51.00,-53.24
10536176,Ccdc132,59.68,45.77,65.81,64.39
10536209,Gngt1,-71.54,-53.63,-84.08,-75.94
10536216,Gng11,-85.78,-83.21,-88.78,-85.01
10536220,Col1a2,-77.09,-83.50,-62.91,-85.10
10536273,Casd1,35.67,42.69,38.64,23.98
10536294,Peg10,-80.32,-66.84,-86.07,-86.27
10536297,Ppp1r9a,-61.96,-60.41,-51.69,-75.56
10536324,Asb4,-78.38,-79.28,-66.05,-87.37
10536334,Dync1i1,-45.91,-51.70,-26.96,-65.57
10536353,Dlx6,-62.32,-67.46,-66.28,-52.37
10536359,Acn9,-85.02,-87.00,-86.28,-81.86
10536363,Tac1,-77.81,-68.56,-65.74,-92.40
10536369,C1galt1,70.38,65.81,67.35,77.08
10536376,Mios,-11.76,-9.78,-5.75,-19.25
10536390,Glcci1,-20.48,-26.16,-27.51,-7.75
10536401,Nxph1,-44.10,-25.12,-61.81,-48.42
10536405,Nxph1,-73.99,-58.60,-69.69,-88.54
10536407,Phf14,78.95,73.09,81.60,82.37
10536425,---,-30.13,-15.60,-42.53,-33.91
10536427,Hormad1,-51.77,-22.42,-73.02,-77.04
10536429,Tmem106b,-71.75,-76.56,-78.19,-58.05
10536440,Gm725,12.46,34.51,-12.84,22.67
10536442,---,-36.33,-25.83,-55.32,-29.46
10536444,Foxp2,-60.14,-54.17,-59.00,-67.57
10536472,Mdfic,39.32,49.04,35.76,34.22
10536481,---,56.27,29.66,78.89,46.56
10536483,Tes,-33.99,-21.35,-38.60,-41.14
10536494,Cav2,-26.61,-23.93,-35.48,-21.61
10536499,Cav1,-88.38,-95.87,-87.97,-75.38
10536505,Met,75.57,79.86,74.83,71.06
10536527,Capza2,95.70,95.32,94.24,97.13
10536541,St7,-35.61,-29.71,-47.27,-29.88
10536563,Cftr,-85.40,-90.79,-77.92,-86.59
10536593,Tsen15,-76.67,-59.50,-87.15,-78.43
10536595,Naa38,-79.95,-86.96,-70.19,-77.82
10536600,Ankrd7,-54.52,-28.37,-77.57,-64.23
10536607,---,-56.29,-53.82,-27.63,-89.89
10536609,---,-19.33,-17.61,-32.32,-9.65
10536611,Kcnd2,-67.83,-83.96,-68.16,-48.53
10536620,Ing3,49.28,53.14,45.83,47.58
10536635,A430107O13Rik,-46.93,-40.32,-61.19,-41.60
10536658,Wnt16,-22.89,15.01,-41.22,-39.22
10536667,Ptprz1,-60.34,-47.10,-62.73,-72.90
10536697,Asb15,-39.09,-37.59,-47.02,-33.76
10536711,Lmod2,-40.73,-37.70,-26.63,-61.85
10536717,Hyal6,-78.68,-75.61,-81.47,-78.44
10536722,Hyal4,-86.66,-88.09,-90.08,-79.79
10536729,Spam1,-67.17,-69.56,-80.46,-50.69
10536738,Hyal5,-61.42,-50.17,-50.53,-82.70
10536743,6530409C15Rik,53.03,0.29,74.50,61.26
10536746,Arf5,80.63,76.63,85.80,79.54
10536752,Fscn3 or Gcc1,-43.91,-39.27,-50.91,-42.60
10536762,Snd1,85.70,80.47,89.40,86.00
10536787,Mir129-1,-5.61,-5.43,39.74,-43.44
10536789,Lep,-56.21,-70.57,-47.66,-51.15
10536794,Hilpda,-90.81,-88.89,-87.79,-94.81
10536799,Fam71f2,-37.72,-28.89,-28.48,-59.30
10536805,Fam71f1,-46.99,-44.52,-48.11,-49.01
10536818,Calu,-19.43,-27.85,-20.93,-8.95
10536827,Ccdc136,-64.16,-63.86,-78.23,-49.24
10536845,Flnc,-60.85,-40.40,-57.89,-86.96
10536895,Atp6v1f,-54.33,-32.05,-62.42,-73.58
10536898,Irf5,95.12,95.84,94.22,95.39
10536908,Tspan33,-67.07,-43.24,-84.98,-75.25
10536917,Smo,-79.41,-72.42,-79.58,-85.13
10536931,Ahcyl2,54.94,58.22,52.27,54.45
10536949,Fam40b,-40.42,-51.82,-31.94,-39.33
10536971,---,-45.26,-50.42,-11.33,-89.72
10536973,1700023L04Rik,39.09,64.62,1.39,40.12
10536976,Nrf1,58.73,59.69,67.48,48.21
10536994,---,-13.63,-19.30,-12.36,-10.04
10536996,Klhdc10,-35.41,-34.68,-30.54,-40.47
10537007,1700025E21Rik,-33.51,-12.84,-50.11,-49.21
10537014,Cpa2 or LOC100862143,-65.56,-86.83,-31.74,-76.86
10537026,Cpa4,-48.27,-61.07,-39.32,-45.61
10537038,Cpa5,-47.69,-39.27,-35.47,-69.21
10537051,Cpa1,-24.13,-17.73,-19.52,-37.70
10537062,Mest or Copg2,-58.36,-54.94,-62.33,-57.85
10537076,Mir335,-35.32,-16.72,-19.92,-76.31
10537078,Mkln1,76.41,65.22,80.64,81.93
10537098,1700012A03Rik,-32.35,-7.27,-61.94,-45.42
10537102,Exoc4,-5.13,-1.28,-27.28,11.01
10537123,Lrguk,-79.06,-67.08,-73.17,-92.58
10537146,Akr1b8,-87.92,-96.27,-87.32,-75.25
10537157,Akr1b10,-8.05,-9.67,-6.40,-8.05
10537169,Akr1b7,-60.80,-54.09,-65.85,-61.70
10537179,Bpgm,-91.00,-98.51,-81.69,-84.28
10537184,Cald1,-74.31,-78.15,-74.41,-69.69
10537204,Agbl3,-91.36,-84.12,-82.93,-98.79
10537227,Tmem140 or 3110062M04Rik,-37.08,-37.81,-46.65,-25.33
10537231,Stra8,-27.70,-12.05,-56.49,-26.85
10537244,Rpl17,-54.33,-32.05,-62.42,-73.58
10537246,Nup205,-36.69,-35.12,-46.28,-30.24
10537290,---,-32.53,-17.19,-30.37,-59.15
10537292,1810058I24Rik,-32.34,-48.53,-35.12,-11.91
10537296,Mir490,-22.91,-5.71,-22.43,-62.06
10537298,Chrm2,-39.88,-47.30,-27.23,-48.44
10537300,---,-84.76,-73.72,-59.33,-99.35
10537306,Akr1d1,-75.59,-86.87,-46.62,-90.00
10537316,Atp6v0c,-54.33,-32.05,-62.42,-73.58
10537318,Trim24,-78.77,-87.95,-70.36,-73.09
10537343,Tmem213 or Atp6v0a4,9.15,4.20,23.37,1.43
10537347,---,4.21,-15.99,-10.34,29.96
10537349,Gm12191 or Rpl30,-54.33,-32.05,-62.42,-73.58
10537353,Ttc26,-96.72,-97.19,-85.52,-99.65
10537375,Ubn2,90.48,83.24,89.84,94.91
10537394,1110001J03Rik,-86.45,-80.61,-98.82,-65.59
10537397,Luc7l2,67.39,61.87,75.63,63.96
10537406,Clec2l,-55.36,-59.18,-68.52,-38.17
10537410,Tbxas1,44.63,41.22,42.03,48.85
10537426,4930599N23Rik,58.90,45.14,54.73,74.99
10537428,Rab19,26.20,28.73,29.20,20.51
10537437,Mkrn1,-11.27,-19.61,48.99,-52.17
10537441,Adck2,73.33,67.06,71.51,78.95
10537452,Ndufb2 or Adck2,-61.68,-60.08,-58.78,-66.16
10537458,Gm5567,-30.31,-35.02,-31.17,-25.58
10537463,Agk,-88.42,-86.29,-85.61,-92.42
10537480,Wee2,-43.74,-55.63,-34.49,-41.65
10537494,Ssbp1,-12.22,-18.26,3.65,-23.79
10537499,Tas2r137,-16.52,-32.99,-24.35,10.76
10537501,Tas2r108,-44.09,-77.43,-15.24,-41.34
10537504,---,-54.33,-32.05,-62.42,-73.58
10537506,Olfr460,-32.53,-11.52,-19.24,-73.99
10537509,Mgam,-48.82,-70.64,-42.35,-35.66
10537545,---,-36.24,-72.04,-31.99,-15.41
10537558,---,-25.03,-29.51,-18.40,-28.57
10537561,1810009J06Rik or Gm2663,-51.65,-54.92,-32.43,-69.30
10537567,LOC665506,-39.32,-28.13,-49.98,-41.56
10537624,---,-59.80,-68.67,-29.79,-83.32
10537627,Prss2,-19.90,-12.62,-20.95,-28.81
10537634,Try4,-24.81,-13.41,-19.56,-55.27
10537638,Try10 or Gm5409,-50.21,-53.99,-44.49,-52.61
10537642,Gm5771,-24.87,-31.76,-16.81,-27.47
10537645,Gm5409,-37.67,-41.49,-24.43,-52.44
10537650,Prss1 or Gm5771 or Gm10334 or Prss3 or Try10 or Gm5409 or Try4,-44.80,-23.64,-40.53,-76.09
10537657,Ephb6,-65.90,-62.50,-54.63,-79.81
10537676,1700034O15Rik,-32.60,-32.28,-33.65,-31.94
10537679,Pip,-22.89,-14.90,-28.53,-27.76
10537684,Sval2,-23.34,-5.39,-4.19,-80.83
10537690,Sval1,-43.06,-36.14,-35.02,-61.21
10537696,Sval3,-46.00,-70.39,-30.36,-40.10
10537701,Sva,-58.51,-64.42,-25.64,-88.89
10537707,Tas2r139,-18.04,-28.29,1.73,-33.73
10537710,Tas2r144,-20.46,-28.74,-6.44,-26.99
10537712,Gstk1,-89.15,-88.81,-90.12,-88.36
10537722,Tmem139,-75.64,-80.95,-70.03,-75.54
10537728,Casp2,75.90,65.30,80.93,80.55
10537742,Clcn1,-43.53,-65.46,-33.63,-33.63
10537770,Zyx or Epha1,93.54,95.42,91.42,92.43
10537785,Tas2r143,78.11,68.34,64.38,88.94
10537787,Tas2r135,73.93,68.27,80.27,69.43
10537789,Tas2r126,66.11,-9.46,82.91,81.31
10537791,Olfr453,-52.16,-54.00,-52.14,-50.50
10537793,Olfr38,22.37,46.56,52.85,-23.58
10537795,Olfr452,-39.12,-41.17,-46.66,-30.43
10537797,---,58.71,74.96,58.81,35.37
10537799,Olfr450,-8.23,31.23,-20.47,-24.18
10537801,Olfr449,-33.68,-13.05,-47.82,-55.00
10537803,Olfr448,-7.78,-19.18,17.70,-14.95
10537805,Olfr447,-20.85,-6.39,-11.35,-52.41
10537807,Olfr446,-19.48,-12.19,33.23,-71.69
10537809,Olfr444,-28.12,-0.14,-20.58,-74.65
10537811,Olfr446,-39.71,-45.19,-52.17,-23.11
10537817,Olfr441 or Olfr237-ps1 or Olfr444,-4.79,-13.29,50.16,-29.36
10537819,Olfr237-ps1,-32.63,-8.35,-66.78,-25.85
10537821,Olfr437,25.50,-1.34,34.56,39.75
10537823,Olfr13,-48.47,-64.13,-23.18,-60.20
10537826,Olfr435,-40.09,-58.96,-64.13,-2.36
10537828,Olfr434,-24.79,-22.93,-0.94,-60.30
10537831,Olfr47,-19.68,-52.43,58.03,-66.67
10537834,Arhgef5,-78.59,-65.85,-87.16,-82.39
10537849,Arhgef5,-54.33,-32.05,-62.42,-73.58
10537851,Cntnap2,-44.56,-29.30,-47.62,-61.43
10537880,---,82.33,78.03,90.19,73.36
10537882,Cul1,18.70,33.14,2.07,21.55
10537909,Rny3,-5.59,-16.27,-24.33,16.25
10537911,Zfp398,64.82,61.58,74.07,58.00
10537921,Zfp282,39.61,46.88,60.29,5.46
10537934,Zfp212,49.99,33.47,58.95,57.38
10537938,Zfp956 or Zfp783,-29.01,-35.35,-12.85,-40.40
10537955,---,-57.50,-54.38,-41.51,-73.41
10537957,Krba1,-85.89,-81.83,-92.39,-81.21
10537978,Sspo,0.05,-5.28,37.67,-12.37
10538080,Rpl35a or Ino80,-54.33,-32.05,-62.42,-73.58
10538082,Atp6v0e2,-67.69,-73.82,-67.89,-61.07
10538087,Lrrc61,-23.28,-20.24,-23.73,-25.80
10538093,Gm5111,-51.35,-39.56,-56.17,-58.96
10538100,Repin1,-72.21,-75.78,-72.59,-67.16
10538106,Zfp775,-9.00,-26.71,18.37,-16.24
10538109,AI854703,-18.30,-9.78,-4.96,-45.01
10538115,Gimap8,-73.23,-73.59,-87.11,-58.96
10538123,Gimap9,-84.01,-74.99,-85.71,-91.58
